disaster_id,name_int,name_local,type,subtype,date_start,date_end,date_year,date_month,psgc,ph_psgc,province,affected_families,affected_persons,dead,injured,missing,damaged_houses_full,damaged_houses_partial,damaged_properties_agri,damaged_properties_infra,damaged_properties_private,damage_total
TropicalCyclone_1976-08-08_TyphoonNitang,Typhoon Billie,Typhoon Nitang,Tropical Cyclone,,1976-08-08,,1976,08,030800000,PH030800000,Bataan,,,,,,,,,,,
TropicalCyclone_1976-08-08_TyphoonNitang,Typhoon Billie,Typhoon Nitang,Tropical Cyclone,,1976-08-08,,1976,08,175300000,PH175300000,Palawan,,,,,,,,,,,
TropicalCyclone_1976-08-08_TyphoonNitang,Typhoon Billie,Typhoon Nitang,Tropical Cyclone,,1976-08-08,,1976,08,067900000,PH067900000,Guimaras,,,,,,,,,,,
TropicalCyclone_1976-09-13_TyphoonToyang,Typhoon Iris,Typhoon Toyang,Tropical Cyclone,,1976-09-13,,1976,09,175100000,PH175100000,Occidental Mindoro,,,,,,,,,,,
TropicalCyclone_1976-12-29_TropicalDepressionKayang,Tropical Depression Kayang,Tropical Depression Kayang,Tropical Cyclone,Tropical Depression,1976-12-29,,1976,12,083700000,PH083700000,Leyte,,,,,,,,0.65,0.85,0.20,1.70
TropicalCyclone_1975-10-09_TyphoonMameng,Typhoon Elsie,Typhoon Mameng,Tropical Cyclone,,1975-10-09,,1975,10,020900000,PH020900000,Batanes,,,,,,,,1.09,0.89,0.77,2.71
TropicalCyclone_1974-10-31_TyphoonYaning,Severe Tropical Storm Faye,Typhoon Yaning,Tropical Cyclone,,1974-10-31,,1974,10,097300000,PH097300000,Zamboanga del Sur,,,,,,,,,,,
TropicalCyclone_1974-10-31_TyphoonYaning,Severe Tropical Storm Faye,Typhoon Yaning,Tropical Cyclone,,1974-10-31,,1974,10,043400000,PH043400000,Laguna,,,,,,,,,,,
TropicalCyclone_1973-11-24,,,Tropical Cyclone,,1973-11-24,,1973,11,034900000,PH034900000,Nueva Ecija,,,,,,,,,,,
TropicalCyclone_1973-11-24,,,Tropical Cyclone,,1973-11-24,,1973,11,042100000,PH042100000,Cavite,,,,,,,,,,,
TropicalCyclone_1973-11-24,,,Tropical Cyclone,,1973-11-24,,1973,11,035400000,PH035400000,Pampanga,,,,,,,,,,,
TropicalCyclone_1972-01-05_TropicalStormAsiang,Typhoon Kit,Tropical Storm Asiang,Tropical Cyclone,Tropical Storm,1972-01-05,,1972,01,083700000,PH083700000,Leyte,,,204,26,5,,,,,,145.00
TropicalCyclone_1972-11-04_TyphoonToyang,Typhoon Pamela,Typhoon Toyang,Tropical Cyclone,,1972-11-04,,1972,11,037700000,PH037700000,Aurora,,,,,,,,,,,
TropicalCyclone_1972-11-04_TyphoonToyang,Typhoon Pamela,Typhoon Toyang,Tropical Cyclone,,1972-11-04,,1972,11,034900000,PH034900000,Nueva Ecija,,,,,,,,,,,
TropicalCyclone_1972-11-04_TyphoonToyang,Typhoon Pamela,Typhoon Toyang,Tropical Cyclone,,1972-11-04,,1972,11,036900000,PH036900000,Tarlac,,,,,,,,,,,
TropicalCyclone_1972-11-04_TyphoonToyang,Typhoon Pamela,Typhoon Toyang,Tropical Cyclone,,1972-11-04,,1972,11,037100000,PH037100000,Zambales,,,,,,,,,,,
TropicalCyclone_1972-12-01_TyphoonUndang,Typhoon Therese,Typhoon Undang,Tropical Cyclone,,1972-12-01,,1972,12,175300000,PH175300000,Palawan,,,,,,,,,,,
TropicalCyclone_1971-10-11_TropicalStormDading,Severe Tropical Storm Gloria,Tropical Storm Dading,Tropical Cyclone,Tropical Storm,1971-10-11,,1971,10,037700000,PH037700000,Aurora,,,,,,,,,,,
TropicalCyclone_1971-10-11_TropicalStormDading,Severe Tropical Storm Gloria,Tropical Storm Dading,Tropical Cyclone,Tropical Storm,1971-10-11,,1971,10,034900000,PH034900000,Nueva Ecija,,,,,,,,,,,
TropicalCyclone_1971-10-11_TropicalStormDading,Severe Tropical Storm Gloria,Tropical Storm Dading,Tropical Cyclone,Tropical Storm,1971-10-11,,1971,10,036900000,PH036900000,Tarlac,,,,,,,,,,,
TropicalCyclone_1971-10-11_TropicalStormDading,Severe Tropical Storm Gloria,Tropical Storm Dading,Tropical Cyclone,Tropical Storm,1971-10-11,,1971,10,037100000,PH037100000,Zambales,,,,,,,,,,,
TropicalCyclone_1970-09-08_TyphoonPitang,Typhoon Georgia,Typhoon Pitang,Tropical Cyclone,,1970-09-08,,1970,09,104200000,PH104200000,Misamis Occidental,,,,,,,,,,,
TropicalCyclone_1970-09-08_TyphoonPitang,Typhoon Georgia,Typhoon Pitang,Tropical Cyclone,,1970-09-08,,1970,09,112400000,PH112400000,Davao del Sur,,,,,,,,,,,
Human-InducedHazard_2004-10-02_Fire,,,Human-Induced Hazard,Fire,2004-10-02,,2004,10,166700000,PH166700000,Surigao del Norte,151,,10,4,,149,,,75.00,,
Human-InducedHazard_2004-10-11_Fire,,,Human-Induced Hazard,Fire,2004-10-11,,2004,10,166700000,PH166700000,Surigao del Norte,,,,,,,,,,,
Human-InducedHazard_2004-10-03_Fire,,,Human-Induced Hazard,Fire,2004-10-03,,2004,10,135400000,PH135400000,NCR,,,,,,,,,,,
Human-InducedHazard__Bus-TricycleCrash,,,Human-Induced Hazard,Bus - Tricycle Crash,,,,,045600000,PH045600000,Quezon,,,,,,,,,,,
Human-InducedHazard__PlaneCrash,,,Human-Induced Hazard,Plane Crash,,,,,175300000,PH175300000,Palawan,,,,,,,,,,,
Tornado_10-18_Tornado,,,Tornado,,10-18,,10-1,,153800000,PH153800000,Maguindanao,,,,,,,,,,,
Flooding_10-15_FlashFlood,,,Flooding,Flash Flood,10-15,,10-1,,153800000,PH153800000,Maguindanao,,,,,,,,,,,
Human-InducedHazard__ArmedConflictInMaguindanao,,,Human-Induced Hazard,Armed Conflict in Maguindanao,,,,,153800000,PH153800000,Maguindanao,,,,,,,,,,,
Human-InducedHazard_2006-08-11_M/TSolar1OilSpillageGuimaras,,"M/T Solar 1 Oil Spillage, Guimaras",Human-Induced Hazard,,2006-08-11,,2006,08,067900000,PH067900000,Guimaras,8580,42109,,11,2,,,,,1.06,
"Human-InducedHazard_2005-02-24_DeporteesFromSabah,Malaysia",,"Deported from Sabah, Malaysia",Human-Induced Hazard,,2005-02-24,,2005,02,157000000,PH157000000,Tawi-Tawi,,25,,,,,,,,,
"Human-InducedHazard_2005-02-24_DeporteesFromSabah,Malaysia",,"Deported from Sabah, Malaysia",Human-Induced Hazard,,2005-02-24,,2005,02,156600000,PH156600000,Sulu,,13,,,,,,,,,
"Human-InducedHazard_2005-02-24_DeporteesFromSabah,Malaysia",,"Deported from Sabah, Malaysia",Human-Induced Hazard,,2005-02-24,,2005,02,150700000,PH150700000,Basilan,,2,,,,,,,,,
"Human-InducedHazard_2005-02-24_DeporteesFromSabah,Malaysia",,"Deported from Sabah, Malaysia",Human-Induced Hazard,,2005-02-24,,2005,02,097300000,PH097300000,Zamboanga Del Sur,,1,,,,,,,,,
ArmedConflict_2005-02-18_SuluArmedConflict,,Sulu Armed Conflict,Human-Induced Hazard,Armed Conflict,2005-02-18,,2005,02,156600000,PH156600000,Sulu,13480,80693,,,,110,,,,,
VolcanicHazard_2005-04-07_VolcanoesMonitoringActivity:MayonVolcano,,Volcanoes Monitoring Activity: Mayon Volcano,Volcanic Hazard,,2005-04-07,,2005,04,050500000,PH050500000,Albay,,,,,,,,,,,
Epidemic_2004-07-01_DenguecasesinNuevaEcija,,Dengue cases in Nueva Ecija,Epidemic,Dengue,2004-07-01,,2004,07,034900000,PH034900000,Nueva Ecija,,107,,,,,,,,,
Human-InducedHazard_2004-07-26_LPGExplosioninamotorizedbanca,,LPG Explosion in a motorized banca,Human-Induced Hazard,,2004-07-26,,2004,07,175300000,PH175300000,Palawan,,,3,10,3,,,,,,
TropicalCyclone_2004-07-14_TropicalStormJulian,Tropical Storm Kompasu,Tropical Storm Julian,Tropical Cyclone,Weather Disturbance,2004-07-14,,2004,07,020900000,PH020900000,Batanes,,,,,,,,,,,
TropicalCyclone_2005-08-02_TyphoonFeria,Typhoon Haitang,Typhoon Feria,Tropical Cyclone,,2005-08-02,,2005,08,020900000,PH020900000,Batanes,3586,15866,0,0,0,,,,,,
TropicalCyclone_2003-09-02_TyphoonOnyok,Typhoon Dujuan,Typhoon Onyok,Tropical Cyclone,Typhoon,2003-09-02,,2003,09,031400000,PH031400000,Bulacan,6390,33567,,,,,,,,,
"Flooding_2002-01-02_Flooding,BigWaves,andMassMovementWhichOccurredinMindanao",,"Flooding, Big Waves, and Mass Movement Which Occurred in Mindanao",Flooding,,2002-01-02,,2002,01,104300000,PH104300000,Misamis Oriental,92,474,,,2,,,,,,
"Flooding_2002-01-02_Flooding,BigWaves,andMassMovementWhichOccurredinMindanao",,"Flooding, Big Waves, and Mass Movement Which Occurred in Mindanao",Flooding,,2002-01-02,,2002,01,101800000,PH101800000,Camiguin,,,,,2,,,,,,
"Flooding_2002-01-02_Flooding,BigWaves,andMassMovementWhichOccurredinMindanao",,"Flooding, Big Waves, and Mass Movement Which Occurred in Mindanao",Flooding,,2002-01-02,,2002,01,112400000,PH112400000,Davao del Sur,50,200,,,1,7,0,0.03,0.00,0.00,0.03
"Flooding_2002-01-02_Flooding,BigWaves,andMassMovementWhichOccurredinMindanao",,"Flooding, Big Waves, and Mass Movement Which Occurred in Mindanao",Flooding,,2002-01-02,,2002,01,112300000,PH112300000,Davao del Norte,28012,106027,1,,,0,0,193.98,9.05,2.70,205.72
"Flooding_2002-01-02_Flooding,BigWaves,andMassMovementWhichOccurredinMindanao",,"Flooding, Big Waves, and Mass Movement Which Occurred in Mindanao",Flooding,,2002-01-02,,2002,01,118200000,PH118200000,Compostela Valley,21698,108570,4,3,,40,34,70.61,53.77,3.08,127.46
"Flooding_2002-01-02_Flooding,BigWaves,andMassMovementWhichOccurredinMindanao",,"Flooding, Big Waves, and Mass Movement Which Occurred in Mindanao",Flooding,,2002-01-02,,2002,01,112500000,PH112500000,Davao Oriental,19787,81633,3,,1,31,19,38.28,36.32,0.17,74.77
"Flooding_2002-01-02_Flooding,BigWaves,andMassMovementWhichOccurredinMindanao",,"Flooding, Big Waves, and Mass Movement Which Occurred in Mindanao",Flooding,,2002-01-02,,2002,01,160300000,PH160300000,Agusan del Sur,,,,,,9,0,0.66,0.05,,0.71
"Flooding_2002-01-02_Flooding,BigWaves,andMassMovementWhichOccurredinMindanao",,"Flooding, Big Waves, and Mass Movement Which Occurred in Mindanao",Flooding,,2002-01-02,,2002,01,160200000,PH160200000,Agusan del Norte,11285,59196,2,5,,19,101,0.60,2.78,0.00,3.38
"Flooding_2002-01-02_Flooding,BigWaves,andMassMovementWhichOccurredinMindanao",,"Flooding, Big Waves, and Mass Movement Which Occurred in Mindanao",Flooding,,2002-01-02,,2002,01,160300000,PH160300000,Agusan del Sur,13912,73469,1,1,,,,,,,
"Flooding_2002-01-02_Flooding,BigWaves,andMassMovementWhichOccurredinMindanao",,"Flooding, Big Waves, and Mass Movement Which Occurred in Mindanao",Flooding,,2002-01-02,,2002,01,166700000,PH166700000,Surigao del Norte,1662,9972,1,,,,,,,,
"Flooding_2002-01-02_Flooding,BigWaves,andMassMovementWhichOccurredinMindanao",,"Flooding, Big Waves, and Mass Movement Which Occurred in Mindanao",Flooding,,2002-01-02,,2002,01,166800000,PH166800000,Surigao del Sur,30286,120307,2,,,5,8,17.25,22.96,5.65,45.86
"Flooding_2002-01-02_Flooding,BigWaves,andMassMovementWhichOccurredinMindanao",,"Flooding, Big Waves, and Mass Movement Which Occurred in Mindanao",Flooding,,2002-01-02,,2002,01,126500000,PH126500000,Sultan Kudarat,5792,29954,1,,,1,0,14.19,,,14.19
"Flooding_2002-01-02_Flooding,BigWaves,andMassMovementWhichOccurredinMindanao",,"Flooding, Big Waves, and Mass Movement Which Occurred in Mindanao",Flooding,,2002-01-02,,2002,01,124700000,PH124700000,North Cotabato,7117,35580,,,,0,0,27.30,,,27.30
"Flooding_2002-01-02_Flooding,BigWaves,andMassMovementWhichOccurredinMindanao",,"Flooding, Big Waves, and Mass Movement Which Occurred in Mindanao",Flooding,,2002-01-02,,2002,01,153800000,PH153800000,Maguindanao,32839,172995,,,,584,2623,,,,
Human-InducedHazard_2002-02-27_ArmedConflictIncidentsinMaguindanaoProvince,,Armed Conflict Incidents in Maguindanao Province,Human-Induced Hazard,Armed Conflict,2002-02-27,,2002,02,153800000,PH153800000,Maguindanao,2035,12095,,3,,,,,,,
Human-InducedHazard_2002-09-07_CivilDisturbanceduetoMilitaryOperationsinSouthCotabato,,Civil Disturbance due to Military Operations in South Cotabato,Human-Induced Hazard,Civil Disturbance,2002-09-07,,2002,09,126300000,PH126300000,South Cotabato,405,2025,,,,,,,,,
"Infestation_asofNovember22,2002_MalayanRiceBlackBugInfestationinRegionVIII",,Malayan Rice Black Bug Infestation in Region VIII,Infestation,,2002-11-22,,2002,11,086400000,PH086400000,Southern Leyte,,,,,,,,2.10,,,
Human-InducedHazard_2006-08-11_Mt.SolarIOilSpillageGuimarasProvince,,Mt. Solar I Oil Spillage Guimaras Province,Human-Induced Hazard,Oil Spillage,2006-08-11,,2006,08,067900000,PH067900000,Guimaras ,7870,39004,,,2,,,1068.19,,,1068.19
TropicalCyclone_2009-05-01_TyphoonDante,Typhoon Kujira,Typhoon Dante,Tropical Cyclone,Typhoon,2009-05-01,,2009,05,050500000,PH050500000,Albay,4853,26588,,,,6,13,52.69,51.25,,103.94
TropicalCyclone_2009-05-01_TyphoonDante,Typhoon Kujira,Typhoon Dante,Tropical Cyclone,Typhoon,2009-05-01,,2009,05,051600000,PH051600000,Camarines Norte,93,466,2,,,88,,32.49,48.00,,80.49
TropicalCyclone_2009-05-01_TyphoonDante,Typhoon Kujira,Typhoon Dante,Tropical Cyclone,Typhoon,2009-05-01,,2009,05,051700000,PH051700000,Camarines Sur,34961,171503,5,1,,,,466.74,79.25,,545.98
TropicalCyclone_2009-05-01_TyphoonDante,Typhoon Kujira,Typhoon Dante,Tropical Cyclone,Typhoon,2009-05-01,,2009,05,052000000,PH052000000,Catanduanes,26933,133741,2,2,1,95,1616,9.02,66.63,,75.64
TropicalCyclone_2009-05-01_TyphoonDante,Typhoon Kujira,Typhoon Dante,Tropical Cyclone,Typhoon,2009-05-01,,2009,05,056200000,PH056200000,Sorsogon,17373,86630,19,5,,108,1828,52.62,341.80,,394.42
TropicalCyclone_2009-05-06_TyphoonEmong,Typhoon Chan-hom,Typhoon Emong,Tropical Cyclone,Typhoon,2009-05-06,,2009,05,13300000,PH013300000,La Union,16300,76003,3,6,,2162,13105,81.25,28.05,,
TropicalCyclone_2009-05-06_TyphoonEmong,Typhoon Chan-hom,Typhoon Emong,Tropical Cyclone,Typhoon,2009-05-06,,2009,05,15500000,PH015500000,Pangasinan,48560,236268,36,25,4,21208,19317,514.60,186.72,,
TropicalCyclone_2009-05-06_TyphoonEmong,Typhoon Chan-hom,Typhoon Emong,Tropical Cyclone,Typhoon,2009-05-06,,2009,05,12800000,PH012800000,Ilocos Norte,,,,,,,,18.78,,,
TropicalCyclone_2009-05-06_TyphoonEmong,Typhoon Chan-hom,Typhoon Emong,Tropical Cyclone,Typhoon,2009-05-06,,2009,05,23100000,PH023100000,Isabela,8720,38615,1,3,4,7,,26.91,34.95,,
TropicalCyclone_2009-05-06_TyphoonEmong,Typhoon Chan-hom,Typhoon Emong,Tropical Cyclone,Typhoon,2009-05-06,,2009,05,25700000,PH025700000,Quirino,125,528,,,,,,,3.95,,
TropicalCyclone_2009-05-06_TyphoonEmong,Typhoon Chan-hom,Typhoon Emong,Tropical Cyclone,Typhoon,2009-05-06,,2009,05,21500000,PH021500000,Cagayan,2,12,2,,4,,,147.39,27.77,,
TropicalCyclone_2009-05-06_TyphoonEmong,Typhoon Chan-hom,Typhoon Emong,Tropical Cyclone,Typhoon,2009-05-06,,2009,05,20900000,PH020900000,Batanes,,,,,,,,,0.70,,
TropicalCyclone_2009-05-06_TyphoonEmong,Typhoon Chan-hom,Typhoon Emong,Tropical Cyclone,Typhoon,2009-05-06,,2009,05,30800000,PH030800000,Bataan,,,1,,,,,,,,
TropicalCyclone_2009-05-06_TyphoonEmong,Typhoon Chan-hom,Typhoon Emong,Tropical Cyclone,Typhoon,2009-05-06,,2009,05,37100000,PH037100000,Zambales,194,790,1,,,,,0.82,33.00,,
TropicalCyclone_2009-05-06_TyphoonEmong,Typhoon Chan-hom,Typhoon Emong,Tropical Cyclone,Typhoon,2009-05-06,,2009,05,35400000,PH035400000,Pampanga,1658,8542,,,,,3,14.30,9.80,,
TropicalCyclone_2009-05-06_TyphoonEmong,Typhoon Chan-hom,Typhoon Emong,Tropical Cyclone,Typhoon,2009-05-06,,2009,05,142700000,PH142700000,Ifugao,322,1848,17,19,,67,222,0.37,25.84,,
TropicalCyclone_2009-05-06_TyphoonEmong,Typhoon Chan-hom,Typhoon Emong,Tropical Cyclone,Typhoon,2009-05-06,,2009,05,143200000,PH143200000,Kalinga,1125,6534,,,,8,6,32.70,1.00,,
TropicalCyclone_2009-05-06_TyphoonEmong,Typhoon Chan-hom,Typhoon Emong,Tropical Cyclone,Typhoon,2009-05-06,,2009,05,141100000,PH141100000,Benguet,72,319,,,,8,62,,13.65,,
TropicalCyclone_2009-05-06_TyphoonEmong,Typhoon Chan-hom,Typhoon Emong,Tropical Cyclone,Typhoon,2009-05-06,,2009,05,144400000,PH144400000,Mountain Province,,,,,,1,2,,2.05,,
TropicalCyclone_2009-05-06_TyphoonEmong,Typhoon Chan-hom,Typhoon Emong,Tropical Cyclone,Typhoon,2009-05-06,,2009,05,140100000,PH140100000,Abra,,,,,,,,,36.50,,
TropicalCyclone_2009-05-06_TyphoonEmong,Typhoon Chan-hom,Typhoon Emong,Tropical Cyclone,Typhoon,2009-05-06,,2009,05,148100000,PH148100000,Apayao,,,,,,,,91.82,,,
TropicalCyclone_2009-06-23_TyphoonFeria,Tropical Storm Nangka,Typhoon Feria,Tropical Cyclone,Typhoon ,2009-06-23,,2009,06,133900000,PH133900000,NCR,690,3420,,,,,,,,,
TropicalCyclone_1999-10-11_TyphoonPepang,Typhoon Dan,Typhoon Pepang ,Tropical Cyclone,Typhoon ,1999-10-11,,1999,10,013300000,PH013300000,La Union,2133,10086,1,,1,1,12,2.21,,,2.21
TropicalCyclone_1999-10-11_TyphoonPepang,Typhoon Dan,Typhoon Pepang ,Tropical Cyclone,Typhoon ,1999-10-11,,1999,10,012800000,PH012800000,Ilocos Norte,369,1678,,,,,170,4.56,61.96,,66.53
TropicalCyclone_1999-10-11_TyphoonPepang,Typhoon Dan,Typhoon Pepang ,Tropical Cyclone,Typhoon ,1999-10-11,,1999,10,012900000,PH012900000,Ilocos Sur,5646,28023,1,,,14,270,0.84,11.90,,12.73
TropicalCyclone_1999-10-11_TyphoonPepang,Typhoon Dan,Typhoon Pepang ,Tropical Cyclone,Typhoon ,1999-10-11,,1999,10,015500000,PH015500000,Pangasinan,40216,217109,3,1,2,23,1,37.99,48.96,,86.94
TropicalCyclone_1999-10-11_TyphoonPepang,Typhoon Dan,Typhoon Pepang ,Tropical Cyclone,Typhoon ,1999-10-11,,1999,10,021500000,PH021500000,Cagayan,30132,158658,4,7,,1086,10304,203.38,60.84,,264.23
TropicalCyclone_1999-10-11_TyphoonPepang,Typhoon Dan,Typhoon Pepang ,Tropical Cyclone,Typhoon ,1999-10-11,,1999,10,023100000,PH023100000,Isabela,4487,22333,4,4,,82,193,11.84,10.08,,21.92
TropicalCyclone_1999-10-11_TyphoonPepang,Typhoon Dan,Typhoon Pepang ,Tropical Cyclone,Typhoon ,1999-10-11,,1999,10,025000000,PH025000000,Nueva Viscaya,19,194,,3,,6,25,54.78,,,54.78
TropicalCyclone_1999-10-11_TyphoonPepang,Typhoon Dan,Typhoon Pepang ,Tropical Cyclone,Typhoon ,1999-10-11,,1999,10,020900000,PH020900000,Batanes,726,4919,,,,,,,,,0.00
TropicalCyclone_1999-10-11_TyphoonPepang,Typhoon Dan,Typhoon Pepang ,Tropical Cyclone,Typhoon ,1999-10-11,,1999,10,025700000,PH025700000,Quirino,,,,,,,,3.46,,,3.46
TropicalCyclone_1999-10-11_TyphoonPepang,Typhoon Dan,Typhoon Pepang ,Tropical Cyclone,Typhoon ,1999-10-11,,1999,10,140100000,PH140100000,Abra,19,38,,,,,5,0.06,3.20,,3.26
TropicalCyclone_1999-10-11_TyphoonPepang,Typhoon Dan,Typhoon Pepang ,Tropical Cyclone,Typhoon ,1999-10-11,,1999,10,148100000,PH148100000,Apayao,,,,,,,,,14.00,,14.00
TropicalCyclone_1999-10-11_TyphoonPepang,Typhoon Dan,Typhoon Pepang ,Tropical Cyclone,Typhoon ,1999-10-11,,1999,10,141100000,PH141100000,Benguet,9,31,5,7,,,,,5.20,,5.20
TropicalCyclone_1999-10-11_TyphoonPepang,Typhoon Dan,Typhoon Pepang ,Tropical Cyclone,Typhoon ,1999-10-11,,1999,10,143200000,PH143200000,Kalinga,333,1701,,,,,108,16.60,20.70,,37.30
TropicalCyclone_1999-10-11_TyphoonPepang,Typhoon Dan,Typhoon Pepang ,Tropical Cyclone,Typhoon ,1999-10-11,,1999,10,144400000,PH144400000,Mountain Province,,,,,,1124,3,4.78,63.60,,68.38
TropicalCyclone_1999-08-20_TropicalStormLuding,,Tropical Storm Luding,Tropical Cyclone,Tropical Storm,1999-08-22,,1999,08,013300000,PH013300000,La union,1066,5128,1,1,2,4,,,,,
TropicalCyclone_1999-08-20_TropicalStormLuding,,Tropical Storm Luding,Tropical Cyclone,Tropical Storm,1999-08-22,,1999,08,012800000,PH012800000,Ilocos Norte,153,409,1,,,2,51,2.57,0.65,,3.22
TropicalCyclone_1999-08-20_TropicalStormLuding,,Tropical Storm Luding,Tropical Cyclone,Tropical Storm,1999-08-22,,1999,08,140100000,PH140100000,Abra,120,720,,,,,,,10.00,,10.00
TropicalCyclone_1999-09_TyphoonIsing,,Typhoon Ising ,Tropical Cyclone,Typhoon Ising ,1999-09,,1999,09,030800000,PH030800000,Bataan,26468,125086,,,,20,138,25.69,5.10,,30.79
TropicalCyclone_1999-09_TyphoonIsing,,Typhoon Ising ,Tropical Cyclone,Typhoon Ising ,1999-09,,1999,09,031400000,PH031400000,Bulacan,70285,316620,10,,1,3,,505.90,4.04,,509.95
TropicalCyclone_1999-09_TyphoonIsing,,Typhoon Ising ,Tropical Cyclone,Typhoon Ising ,1999-09,,1999,09,034900000,PH034900000,Nueva Ecija,9201,46240,3,,,,,94.63,15.09,,109.72
TropicalCyclone_1999-09_TyphoonIsing,,Typhoon Ising ,Tropical Cyclone,Typhoon Ising ,1999-09,,1999,09,035400000,PH035400000,Pampanga,103023,503909,24,,,,,200.26,7.10,,207.36
TropicalCyclone_1999-09_TyphoonIsing,,Typhoon Ising ,Tropical Cyclone,Typhoon Ising ,1999-09,,1999,09,036900000,PH036900000,Tarlac,44039,210709,7,,,,,108.51,30.99,,139.50
TropicalCyclone_1999-09_TyphoonIsing,,Typhoon Ising ,Tropical Cyclone,Typhoon Ising ,1999-09,,1999,09,037100000,PH037100000,Zambales,5591,23429,,,,8,25,3.61,,,3.61
TropicalCyclone_1999-07-25_TyphoonHelming,Severe Tropical Storm Neil,Typhoon Helming,Tropical Cyclone,Typhoon,1999-07-25,,1999,07,013300000,PH013300000,La Union,,,,,,,,,,,
TropicalCyclone_1999-07-25_TyphoonHelming,Severe Tropical Storm Neil,Typhoon Helming,Tropical Cyclone,Typhoon,1999-07-25,,1999,07,015500000,PH015500000,Pangasinan,,,,,,,,,,,
TropicalCyclone_1999-07-25_TyphoonHelming,Severe Tropical Storm Neil,Typhoon Helming,Tropical Cyclone,Typhoon,1999-07-25,,1999,07,012800000,PH012800000,Ilocos Norte,,,,,,,,,,,
TropicalCyclone_1999-07-25_TyphoonHelming,Severe Tropical Storm Neil,Typhoon Helming,Tropical Cyclone,Typhoon,1999-07-25,,1999,07,012900000,PH012900000,Ilocos Sur,,,,,,,,,,,
TropicalCyclone_1999-07-25_TyphoonHelming,Severe Tropical Storm Neil,Typhoon Helming,Tropical Cyclone,Typhoon,1999-07-25,,1999,07,141100000,PH141100000,Benguet,,,,,1,3,,2.51,13.63,,16.14
TropicalCyclone_2013-08-25_TropicalStormNando,Tropical Storm Kong Rey,Tropical Storm Nando,Tropical Cyclone,Tropical storm,2013-08-25,,2013,08,012800000,PH012800000,Ilocos Norte,955,4566,,,,,,,,,
TropicalCyclone_2013-08-25_TropicalStormNando,Tropical Storm Kong Rey,Tropical Storm Nando,Tropical Cyclone,Tropical storm,2013-08-25,,2013,08,056200000,PH056200000,Sorsogon,,,,1,,,,,0.07,,0.07
TropicalCyclone_2013-08-25_TropicalStormNando,Tropical Storm Kong Rey,Tropical Storm Nando,Tropical Cyclone,Tropical storm,2013-08-25,,2013,08,141100000,PH141100000,Benguet,2197,10490,,,,,,,,,
TropicalCyclone_2013-11-06_TyphoonYolanda,Typhoon Haiyan,Typhoon Yolanda,Tropical Cyclone,Typhoon,2013-11-06,,2013,11,041000000,PH041000000,Batangas,1067,5298,1,1,,28,770,18.70,34.32,,53.03
TropicalCyclone_2013-11-06_TyphoonYolanda,Typhoon Haiyan,Typhoon Yolanda,Tropical Cyclone,Typhoon,2013-11-06,,2013,11,042100000,PH042100000,Cavite,180,732,,,,,,,,,-
TropicalCyclone_2013-11-06_TyphoonYolanda,Typhoon Haiyan,Typhoon Yolanda,Tropical Cyclone,Typhoon,2013-11-06,,2013,11,043400000,PH043400000,Laguna,2655,12058,,,,2,36,0.39,,,0.39
TropicalCyclone_2013-11-06_TyphoonYolanda,Typhoon Haiyan,Typhoon Yolanda,Tropical Cyclone,Typhoon,2013-11-06,,2013,11,045600000,PH045600000,Quezon,1983,8824,2,3,,4,,11.82,,,11.82
TropicalCyclone_2013-11-06_TyphoonYolanda,Typhoon Haiyan,Typhoon Yolanda,Tropical Cyclone,Typhoon,2013-11-06,,2013,11,045800000,PH045800000,Rizal,50,164,,,,,,,,,-
TropicalCyclone_2013-11-06_TyphoonYolanda,Typhoon Haiyan,Typhoon Yolanda,Tropical Cyclone,Typhoon,2013-11-06,,2013,11,174000000,PH174000000,Marinduque,2050,8499,,,,5,158,0.05,,,0.05
TropicalCyclone_2013-11-06_TyphoonYolanda,Typhoon Haiyan,Typhoon Yolanda,Tropical Cyclone,Typhoon,2013-11-06,,2013,11,175100000,PH175100000,Occidental Mindoro,10100,45609,,,,654,2982,125.01,188.68,,313.69
TropicalCyclone_2013-11-06_TyphoonYolanda,Typhoon Haiyan,Typhoon Yolanda,Tropical Cyclone,Typhoon,2013-11-06,,2013,11,175200000,PH175200000,Oriental Mindoro,24652,113041,,,,968,2616,315.14,572.36,,887.50
TropicalCyclone_2013-11-06_TyphoonYolanda,Typhoon Haiyan,Typhoon Yolanda,Tropical Cyclone,Typhoon,2013-11-06,,2013,11,175300000,PH175300000,Palawan,42042,179708,19,61,24,9410,9351,130.25,346.81,226.83,703.89
TropicalCyclone_2013-11-06_TyphoonYolanda,Typhoon Haiyan,Typhoon Yolanda,Tropical Cyclone,Typhoon,2013-11-06,,2013,11,175900000,PH175900000,Romblon,22162,119263,,,,574,7095,31.94,192.09,,224.03
TropicalCyclone_2013-11-06_TyphoonYolanda,Typhoon Haiyan,Typhoon Yolanda,Tropical Cyclone,Typhoon,2013-11-06,,2013,11,050500000,PH050500000,Albay,35346,155972,1,,,64,86,37.14,18.48,,55.62
TropicalCyclone_2013-11-06_TyphoonYolanda,Typhoon Haiyan,Typhoon Yolanda,Tropical Cyclone,Typhoon,2013-11-06,,2013,11,051600000,PH051600000,Camarines Norte,5214,23083,1,,,,,4.50,10.00,,14.50
